project_id,client_id,client_name,sector,service_line,start_date,planned_end_date,actual_end_date,status,complexity,team_size,senior_staff_count,junior_staff_count,contract_value_ngn,actual_cost_ngn,delay_days,cost_overrun_pct,client_satisfaction_score,renewed_within_12m,acquisition_channel
P1230,C-CEAT-Client-07,CEAT-Client-07,Creative Economy and Tourism,Strategic Planning,2021-06-21,2021-10-21,2021-10-24,Completed,Medium,4,1,3,13720000.0,14100000.0,3.0,0.028,4.4,Yes,Competitive Tender
P0881,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Data Visualization & Analytics,2021-06-22,2021-11-22,2022-01-08,Completed,High,12,5,7,103440000.0,123400000.0,47.0,0.193,3.0,Yes,Referral
P0880,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Political Risk Management,2021-06-24,2022-02-24,2022-02-27,Completed,High,15,5,10,238030000.0,240410000.0,3.0,0.01,3.9,No,Repeat Client
P1087,C-PS-Client-05,PS-Client-05,Public Sector,Market & Social Research,2021-06-24,2021-10-24,2021-12-29,Completed,Medium,6,2,4,27250000.0,34470000.0,66.0,0.265,2.8,No,Repeat Client
P0882,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Strategic Planning,2021-06-25,2021-07-25,2021-07-28,Completed,Low,2,1,1,2550000.0,2740000.0,3.0,0.075,4.3,Yes,Repeat Client
P1231,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Political Risk Management,2021-06-25,2021-08-25,2021-08-25,Completed,Medium,6,2,4,10430000.0,10430000.0,0.0,0.0,4.0,Yes,Referral
P0248,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Stakeholder Engagement,2021-06-26,2021-11-26,2021-11-29,Completed,Medium,4,2,2,27970000.0,28450000.0,3.0,0.017,3.9,No,Repeat Client
P0645,C-E-Client-05,E-Client-05,Energy,Data Visualization & Analytics,2021-06-28,2021-08-28,2021-08-31,Completed,Medium,7,3,4,23370000.0,24160000.0,3.0,0.034,3.7,No,Referral
P0026,C-A-Client-02,A-Client-02,Agriculture,Digital Transformation,2021-06-28,2021-07-28,2021-07-28,Completed,Low,4,1,3,3130000.0,3130000.0,0.0,0.0,4.0,No,Repeat Client
P0884,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Digital Transformation,2021-07-01,2021-10-01,2021-10-05,Completed,Medium,4,1,3,21010000.0,21870000.0,4.0,0.041,4.8,No,Direct Outreach
P1089,C-PS-Client-07,PS-Client-07,Public Sector,Stakeholder Engagement,2021-07-01,2021-09-01,2021-09-26,Completed,Low,2,1,1,3870000.0,4960000.0,25.0,0.281,3.4,No,Referral
P1423,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Data Visualization & Analytics,2021-07-02,2021-11-02,2021-11-04,Completed,Medium,8,2,6,47270000.0,47790000.0,2.0,0.011,4.1,No,Repeat Client
P0249,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Stakeholder Engagement,2021-07-04,2021-12-04,2021-12-06,Completed,Medium,6,1,5,36170000.0,36500000.0,2.0,0.009,3.8,No,Repeat Client
P0030,C-A-Client-04,A-Client-04,Agriculture,Market & Social Research,2021-07-04,2021-10-04,2021-10-11,Completed,Low,3,1,2,5830000.0,6340000.0,7.0,0.087,3.7,No,Repeat Client
P0883,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Digital Transformation,2021-07-08,2021-12-08,,Cancelled,High,9,2,7,83790000.0,84380000.0,,,,N/A,Competitive Tender
P1420,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Strategic Planning,2021-07-12,2021-09-12,2021-09-14,Completed,Low,3,1,2,6210000.0,6380000.0,2.0,0.028,4.1,Yes,Repeat Client
P0031,C-A-Client-01,A-Client-01,Agriculture,Stakeholder Engagement,2021-07-12,2021-10-12,2021-10-15,Completed,Medium,8,2,6,22260000.0,22710000.0,3.0,0.02,4.2,No,Repeat Client
P0250,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2021-07-13,2021-10-13,2021-10-17,Completed,Low,3,1,2,10710000.0,11130000.0,4.0,0.039,4.0,Yes,Referral
P0028,C-A-Client-01,A-Client-01,Agriculture,Digital Transformation,2021-07-14,2021-10-14,2021-10-17,Completed,Medium,7,2,5,16700000.0,17180000.0,3.0,0.029,4.0,No,Direct Outreach
P1232,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Digital Transformation,2021-07-14,2021-08-14,2021-10-06,Completed,Low,2,1,1,1370000.0,2190000.0,53.0,0.6,1.6,No,Repeat Client
P1422,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Stakeholder Engagement,2021-07-21,2021-12-21,2021-12-24,Completed,Medium,8,2,6,47020000.0,47870000.0,3.0,0.018,4.2,No,Competitive Tender
P1421,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Strategic Planning,2021-07-23,2022-03-23,2022-03-26,Completed,High,11,5,6,145460000.0,147640000.0,3.0,0.015,4.2,Yes,Repeat Client
P0029,C-A-Client-03,A-Client-03,Agriculture,Stakeholder Engagement,2021-07-24,2021-11-24,2021-11-26,Completed,Medium,8,3,5,28090000.0,28570000.0,2.0,0.017,4.0,Yes,Direct Outreach
P1090,C-PS-Client-05,PS-Client-05,Public Sector,Data Visualization & Analytics,2021-08-04,2021-10-04,,Cancelled,Medium,8,2,6,16590000.0,18500000.0,,,,N/A,Referral
P0887,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Political Risk Management,2021-08-04,2021-10-04,2021-10-07,Completed,Medium,4,1,3,14720000.0,15410000.0,3.0,0.047,3.9,Yes,Repeat Client
P1091,C-PS-Client-09,PS-Client-09,Public Sector,Stakeholder Engagement,2021-08-04,2021-11-04,2021-11-05,Completed,Low,3,1,2,7120000.0,7180000.0,1.0,0.008,4.4,Yes,Repeat Client
P0647,C-E-Client-07,E-Client-07,Energy,Market & Social Research,2021-08-07,2021-12-07,2021-12-11,Completed,Medium,8,2,6,45810000.0,47230000.0,4.0,0.031,3.6,No,Repeat Client
P0251,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Stakeholder Engagement,2021-08-08,2021-10-08,2021-10-09,Completed,Low,2,1,1,5260000.0,5370000.0,1.0,0.021,4.2,No,Competitive Tender
P1425,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Data Visualization & Analytics,2021-08-09,2021-09-09,2021-09-10,Completed,Low,4,2,2,4520000.0,4610000.0,1.0,0.02,4.9,Yes,Referral
P1092,C-PS-Client-08,PS-Client-08,Public Sector,Market & Social Research,2021-08-09,2022-01-09,2022-01-13,Completed,Medium,7,3,4,40040000.0,41080000.0,4.0,0.026,4.5,No,Referral
P0032,C-A-Client-02,A-Client-02,Agriculture,Data Visualization & Analytics,2021-08-11,2021-10-11,2021-10-13,Completed,Low,2,1,1,2620000.0,2690000.0,2.0,0.028,5.0,No,Referral
P0888,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Data Visualization & Analytics,2021-08-15,2022-01-15,2022-01-15,Completed,Medium,4,1,3,28150000.0,28150000.0,0.0,0.0,3.5,Yes,Competitive Tender
P0889,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Data Visualization & Analytics,2021-08-16,2021-11-16,2021-11-19,Completed,Medium,5,2,3,24120000.0,25110000.0,3.0,0.041,4.1,No,Repeat Client
P1424,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2021-08-16,2021-10-16,2021-10-17,Completed,Medium,5,2,3,10970000.0,11160000.0,1.0,0.017,3.7,Yes,Repeat Client
P1234,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Stakeholder Engagement,2021-08-17,2021-12-17,2021-12-20,Completed,High,12,5,7,57420000.0,59090000.0,3.0,0.029,4.6,Yes,Repeat Client
P0649,C-E-Client-05,E-Client-05,Energy,Stakeholder Engagement,2021-08-19,2022-02-19,2022-05-01,Completed,High,15,7,8,147690000.0,186240000.0,71.0,0.261,2.8,No,Repeat Client
P0034,C-A-Client-08,A-Client-08,Agriculture,Strategic Planning,2021-08-19,2021-09-19,2021-09-20,Completed,Low,2,1,1,1750000.0,1790000.0,1.0,0.022,4.5,No,Repeat Client
P0648,C-E-Client-04,E-Client-04,Energy,Strategic Planning,2021-08-20,2021-11-20,2022-01-30,Completed,Medium,5,1,4,19940000.0,26480000.0,71.0,0.328,3.1,No,Competitive Tender
P0886,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Digital Transformation,2021-08-20,2021-09-20,2021-10-12,Completed,Low,4,1,3,4970000.0,6500000.0,22.0,0.307,3.2,No,Repeat Client
P0885,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Stakeholder Engagement,2021-08-21,2021-09-21,,Cancelled,Low,3,1,2,3630000.0,4070000.0,,,,N/A,Referral
P1233,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Data Visualization & Analytics,2021-08-25,2022-05-25,2022-09-18,Completed,High,13,3,10,110050000.0,140530000.0,116.0,0.277,2.2,No,Repeat Client
P0033,C-A-Client-01,A-Client-01,Agriculture,Market & Social Research,2021-08-27,2021-10-27,2021-11-06,Completed,Low,2,1,1,3560000.0,3870000.0,10.0,0.088,3.3,No,Repeat Client
P0646,C-E-Client-02,E-Client-02,Energy,Market & Social Research,2021-08-28,2021-09-28,2021-09-28,Completed,Low,3,1,2,3370000.0,3370000.0,0.0,0.0,3.5,Yes,Direct Outreach
P1235,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Market & Social Research,2021-09-05,2022-03-05,2022-03-06,Completed,High,15,4,11,95050000.0,95620000.0,1.0,0.006,4.0,No,Repeat Client
P0036,C-A-Client-07,A-Client-07,Agriculture,Market & Social Research,2021-09-06,2022-01-06,2022-01-08,Completed,Medium,8,3,5,33440000.0,34080000.0,2.0,0.019,4.1,Yes,Repeat Client
P0252,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Digital Transformation,2021-09-08,2021-11-08,2021-11-08,Completed,Medium,7,3,4,16610000.0,16610000.0,0.0,0.0,4.4,No,Referral
P0254,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Market & Social Research,2021-09-10,2022-02-10,2022-02-11,Completed,Medium,4,1,3,23120000.0,23280000.0,1.0,0.007,4.6,No,Repeat Client
P0890,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Data Visualization & Analytics,2021-09-14,2022-06-14,2022-09-07,Completed,High,8,2,6,158250000.0,201450000.0,85.0,0.273,2.3,No,Repeat Client
P0253,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2021-09-14,2021-10-14,2021-10-17,Completed,Low,2,1,1,2440000.0,2600000.0,3.0,0.065,4.1,No,Repeat Client
P0255,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Data Visualization & Analytics,2021-09-18,2021-10-18,2021-10-18,Completed,Low,3,1,2,2860000.0,2860000.0,0.0,0.0,4.1,No,Competitive Tender
P0650,C-E-Client-05,E-Client-05,Energy,Data Visualization & Analytics,2021-09-18,2021-10-18,2021-11-23,Completed,Low,3,1,2,3330000.0,4760000.0,36.0,0.428,3.0,No,Repeat Client
P0651,C-E-Client-02,E-Client-02,Energy,Market & Social Research,2021-09-19,2022-03-19,2022-03-20,Completed,High,15,7,8,164220000.0,164880000.0,1.0,0.004,4.1,No,Repeat Client
P0891,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Political Risk Management,2021-09-20,2021-12-20,2021-12-20,Completed,Low,4,1,3,14910000.0,14910000.0,0.0,0.0,4.5,Yes,Repeat Client
P0035,C-A-Client-08,A-Client-08,Agriculture,Stakeholder Engagement,2021-09-25,2021-12-25,2021-12-28,Completed,Medium,5,2,3,16840000.0,17290000.0,3.0,0.027,4.3,No,Repeat Client
P1093,C-PS-Client-08,PS-Client-08,Public Sector,Stakeholder Engagement,2021-09-25,2022-03-25,2022-05-31,Completed,High,14,4,10,109000000.0,129490000.0,67.0,0.188,2.9,No,Competitive Tender
P0892,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Data Visualization & Analytics,2021-09-27,2022-01-27,2022-01-27,Completed,High,15,6,9,123520000.0,123520000.0,0.0,0.0,4.3,No,Referral
P1426,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2021-09-28,2021-11-28,2021-12-02,Completed,Low,2,1,1,4630000.0,4990000.0,4.0,0.077,4.3,Yes,Direct Outreach
P1236,C-CEAT-Client-08,CEAT-Client-08,Creative Economy and Tourism,Stakeholder Engagement,2021-10-02,2022-07-02,2022-09-18,Completed,High,13,6,7,111990000.0,141670000.0,78.0,0.265,2.9,No,Competitive Tender
P1095,C-PS-Client-04,PS-Client-04,Public Sector,Digital Transformation,2021-10-03,2021-12-03,2021-12-05,Completed,Low,4,2,2,6580000.0,6820000.0,2.0,0.037,3.8,No,Direct Outreach
P0893,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Stakeholder Engagement,2021-10-04,2021-12-04,2021-12-08,Completed,Medium,7,3,4,21640000.0,22920000.0,4.0,0.059,3.8,Yes,Repeat Client
P0653,C-E-Client-04,E-Client-04,Energy,Market & Social Research,2021-10-05,2022-01-05,2022-01-06,Completed,Low,2,1,1,6450000.0,6530000.0,1.0,0.012,4.6,No,Direct Outreach
P1427,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Digital Transformation,2021-10-06,2022-01-06,2022-01-10,Completed,Low,4,1,3,12460000.0,12850000.0,4.0,0.031,4.0,No,Competitive Tender
P1428,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Digital Transformation,2021-10-15,2022-02-15,2022-02-16,Completed,Medium,5,2,3,28400000.0,28570000.0,1.0,0.006,4.2,Yes,Competitive Tender
P1097,C-PS-Client-04,PS-Client-04,Public Sector,Data Visualization & Analytics,2021-10-17,2021-12-17,2021-12-21,Completed,Medium,6,1,5,11460000.0,12230000.0,4.0,0.067,3.9,No,Repeat Client
P0037,C-A-Client-04,A-Client-04,Agriculture,Digital Transformation,2021-10-18,2022-01-18,2022-01-20,Completed,Low,4,2,2,10960000.0,11160000.0,2.0,0.018,4.5,No,Referral
P0256,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Political Risk Management,2021-10-22,2022-03-22,2022-03-26,Completed,Medium,8,2,6,53850000.0,55250000.0,4.0,0.026,3.9,No,Competitive Tender
P1096,C-PS-Client-07,PS-Client-07,Public Sector,Data Visualization & Analytics,2021-10-23,2021-11-23,2021-11-27,Completed,Low,3,1,2,2600000.0,2900000.0,4.0,0.114,3.5,No,Competitive Tender
P0654,C-E-Client-07,E-Client-07,Energy,Political Risk Management,2021-10-23,2022-02-23,,Cancelled,Medium,5,1,4,30780000.0,37860000.0,,,,N/A,Competitive Tender
P0652,C-E-Client-05,E-Client-05,Energy,Digital Transformation,2021-10-25,2021-12-25,2021-12-28,Completed,Low,2,1,1,5120000.0,5390000.0,3.0,0.052,3.7,Yes,Repeat Client
P1094,C-PS-Client-02,PS-Client-02,Public Sector,Data Visualization & Analytics,2021-10-28,2021-11-28,2021-12-11,Completed,Low,3,1,2,3060000.0,3770000.0,13.0,0.232,3.2,No,Direct Outreach
P0258,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Political Risk Management,2021-11-02,2022-02-02,2022-02-04,Completed,Low,3,1,2,10650000.0,10920000.0,2.0,0.025,4.5,No,Repeat Client
P1098,C-PS-Client-02,PS-Client-02,Public Sector,Stakeholder Engagement,2021-11-03,2022-04-03,2022-04-03,Completed,Medium,6,2,4,35700000.0,35700000.0,0.0,0.0,4.6,No,Competitive Tender
P0655,C-E-Client-07,E-Client-07,Energy,Political Risk Management,2021-11-05,2022-07-05,2022-07-09,Completed,High,11,3,8,165870000.0,168520000.0,4.0,0.016,4.0,No,Referral
P1099,C-PS-Client-06,PS-Client-06,Public Sector,Market & Social Research,2021-11-06,2022-01-06,2022-01-10,Completed,Low,3,1,2,4440000.0,4680000.0,4.0,0.055,4.5,No,Referral
P1102,C-PS-Client-04,PS-Client-04,Public Sector,Stakeholder Engagement,2021-11-07,2022-02-07,2022-02-10,Completed,Medium,5,2,3,15100000.0,15430000.0,3.0,0.022,4.8,No,Repeat Client
P1429,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Data Visualization & Analytics,2021-11-08,2022-01-08,2022-01-08,Completed,Low,2,1,1,4410000.0,4410000.0,0.0,0.0,4.1,No,Referral
P0038,C-A-Client-08,A-Client-08,Agriculture,Stakeholder Engagement,2021-11-10,2022-04-10,2022-04-11,Completed,Medium,6,1,5,29710000.0,29860000.0,1.0,0.005,4.5,Yes,Repeat Client
P0040,C-A-Client-04,A-Client-04,Agriculture,Stakeholder Engagement,2021-11-11,2021-12-11,2021-12-12,Completed,Low,4,2,2,3670000.0,3750000.0,1.0,0.021,3.5,No,Direct Outreach
P0656,C-E-Client-07,E-Client-07,Energy,Stakeholder Engagement,2021-11-15,2022-01-15,2022-03-18,Completed,Medium,4,1,3,10570000.0,15560000.0,62.0,0.472,2.2,No,Competitive Tender
P0039,C-A-Client-04,A-Client-04,Agriculture,Strategic Planning,2021-11-15,2021-12-15,2021-12-15,Completed,Low,2,1,1,1360000.0,1360000.0,0.0,0.0,4.8,Yes,Competitive Tender
P1100,C-PS-Client-04,PS-Client-04,Public Sector,Political Risk Management,2021-11-19,2022-05-19,,Cancelled,High,9,3,6,75010000.0,84390000.0,,,,N/A,Competitive Tender
P0257,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Data Visualization & Analytics,2021-11-21,2021-12-21,2021-12-21,Completed,Low,3,1,2,2980000.0,2980000.0,0.0,0.0,4.6,No,Competitive Tender
P1101,C-PS-Client-04,PS-Client-04,Public Sector,Data Visualization & Analytics,2021-11-24,2022-02-24,2022-02-25,Completed,Medium,5,1,4,14810000.0,14990000.0,1.0,0.012,4.4,Yes,Repeat Client
P0657,C-E-Client-08,E-Client-08,Energy,Political Risk Management,2021-11-24,2022-03-24,2022-03-24,Completed,Medium,6,2,4,39440000.0,39440000.0,0.0,0.0,4.4,No,Competitive Tender
P1105,C-PS-Client-06,PS-Client-06,Public Sector,Political Risk Management,2021-12-02,2022-02-02,2022-02-02,Completed,Low,3,1,2,4870000.0,4870000.0,0.0,0.0,4.5,Yes,Referral
P0042,C-A-Client-02,A-Client-02,Agriculture,Stakeholder Engagement,2021-12-03,2022-01-03,2022-02-24,Completed,Low,3,1,2,2180000.0,3050000.0,52.0,0.4,2.8,Yes,Direct Outreach
P1430,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Political Risk Management,2021-12-03,2022-05-03,2022-05-06,Completed,High,9,3,6,65020000.0,66260000.0,3.0,0.019,3.9,Yes,Competitive Tender
P0894,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Data Visualization & Analytics,2021-12-07,2022-02-07,2022-02-11,Completed,Low,4,1,3,10870000.0,11660000.0,4.0,0.073,4.0,No,Repeat Client
P0261,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2021-12-07,2022-01-07,2022-01-09,Completed,Low,3,1,2,3790000.0,3940000.0,2.0,0.04,4.3,Yes,Repeat Client
P0262,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2021-12-07,2022-03-07,2022-03-11,Completed,Low,4,1,3,12620000.0,13020000.0,4.0,0.032,4.4,Yes,Repeat Client
P0660,C-E-Client-08,E-Client-08,Energy,Data Visualization & Analytics,2021-12-07,2022-02-07,2022-02-07,Completed,Low,2,1,1,4560000.0,4560000.0,0.0,0.0,4.2,Yes,Competitive Tender
P0041,C-A-Client-01,A-Client-01,Agriculture,Market & Social Research,2021-12-08,2022-02-08,2022-02-11,Completed,Medium,4,1,3,6820000.0,7150000.0,3.0,0.048,4.7,Yes,Repeat Client
P0897,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Strategic Planning,2021-12-08,2022-01-08,2022-01-08,Completed,Low,2,1,1,2860000.0,2860000.0,0.0,0.0,4.4,No,Repeat Client
P1238,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Data Visualization & Analytics,2021-12-10,2022-05-10,2022-07-06,Completed,Medium,5,2,3,19810000.0,24050000.0,57.0,0.214,2.9,Yes,Repeat Client
P0661,C-E-Client-09,E-Client-09,Energy,Stakeholder Engagement,2021-12-11,2022-04-11,2022-04-14,Completed,Medium,6,2,4,40550000.0,41480000.0,3.0,0.023,4.2,No,Direct Outreach
P0658,C-E-Client-02,E-Client-02,Energy,Digital Transformation,2021-12-11,2022-03-11,2022-03-11,Completed,Low,2,1,1,8630000.0,8630000.0,0.0,0.0,4.5,Yes,Repeat Client
P1103,C-PS-Client-02,PS-Client-02,Public Sector,Strategic Planning,2021-12-12,2022-05-12,2022-05-16,Completed,High,8,3,5,48040000.0,49530000.0,4.0,0.031,3.9,Yes,Direct Outreach
P0260,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Data Visualization & Analytics,2021-12-12,2022-04-12,2022-06-16,Completed,Medium,4,1,3,25050000.0,35070000.0,65.0,0.4,1.9,No,Competitive Tender
P0659,C-E-Client-09,E-Client-09,Energy,Political Risk Management,2021-12-15,2022-04-15,2022-04-16,Completed,Medium,4,1,3,21780000.0,21930000.0,1.0,0.007,4.4,Yes,Competitive Tender
P0259,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2021-12-15,2022-01-15,2022-01-16,Completed,Low,3,1,2,3100000.0,3170000.0,1.0,0.021,4.1,No,Repeat Client
P0896,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Data Visualization & Analytics,2021-12-18,2022-02-18,2022-03-27,Completed,Low,2,1,1,5840000.0,8390000.0,37.0,0.436,2.8,No,Repeat Client
P1237,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Political Risk Management,2021-12-19,2022-03-19,2022-04-11,Completed,Low,2,1,1,3960000.0,4870000.0,23.0,0.229,3.9,No,Direct Outreach
P1433,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Market & Social Research,2021-12-21,2022-04-21,2022-04-24,Completed,Medium,4,1,3,21370000.0,21840000.0,3.0,0.022,4.2,No,Repeat Client
P1432,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Strategic Planning,2021-12-21,2022-03-21,2022-03-25,Completed,Medium,5,2,3,18420000.0,18950000.0,4.0,0.029,4.3,No,Referral
P1104,C-PS-Client-01,PS-Client-01,Public Sector,Stakeholder Engagement,2021-12-22,2022-09-22,,Cancelled,High,14,6,8,152920000.0,153530000.0,,,,N/A,Repeat Client
P0895,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Strategic Planning,2021-12-23,2022-02-23,2022-02-24,Completed,Low,3,1,2,8050000.0,8150000.0,1.0,0.013,3.5,Yes,Repeat Client
P1431,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2021-12-25,2022-07-25,2022-07-27,Completed,High,10,3,7,114030000.0,114940000.0,2.0,0.008,4.6,No,Referral
P0899,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Digital Transformation,2022-01-03,2022-03-03,2022-05-26,Completed,Medium,4,1,3,13890000.0,18860000.0,84.0,0.358,2.4,No,Repeat Client
P1239,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Stakeholder Engagement,2022-01-03,2022-06-03,2022-06-06,Completed,Medium,8,2,6,38430000.0,39010000.0,3.0,0.015,4.2,No,Direct Outreach
P0044,C-A-Client-08,A-Client-08,Agriculture,Political Risk Management,2022-01-05,2022-06-05,2022-06-09,Completed,Medium,5,2,3,25360000.0,26070000.0,4.0,0.028,4.5,No,Repeat Client
P0662,C-E-Client-01,E-Client-01,Energy,Strategic Planning,2022-01-05,2022-06-05,2022-06-09,Completed,Medium,6,2,4,47380000.0,48330000.0,4.0,0.02,4.9,No,Referral
P0049,C-A-Client-07,A-Client-07,Agriculture,Market & Social Research,2022-01-07,2022-06-07,2022-06-09,Completed,Medium,5,2,3,26950000.0,27300000.0,2.0,0.013,4.7,Yes,Repeat Client
P0045,C-A-Client-07,A-Client-07,Agriculture,Data Visualization & Analytics,2022-01-07,2022-02-07,2022-02-10,Completed,Low,2,1,1,1790000.0,1930000.0,3.0,0.081,3.9,No,Direct Outreach
P0264,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Stakeholder Engagement,2022-01-07,2022-03-07,2022-05-18,Completed,Medium,8,2,6,23140000.0,35870000.0,72.0,0.55,1.5,No,Referral
P0043,C-A-Client-04,A-Client-04,Agriculture,Stakeholder Engagement,2022-01-08,2022-07-08,2022-07-10,Completed,High,14,3,11,94080000.0,95110000.0,2.0,0.011,4.3,Yes,Direct Outreach
